Sort_Row,MANUSCRIPT INFORAMTION,,,,,,DATA MODERATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLIMATE,,,,,,,,,,EXPERIMENTAL DESIGN,,,,,,SOIL INITIAL CONDITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,MANATMENT DETAILS,,,,,,,,,,,,,,AMENDMENT,,,,,,,,,,RESPONSE,,,,,,,,,,,,,NOTES, , , , ,CONTROL CONDITIONS (w/ fertilizer),,,,,,,
3,ACC,LeadAuthor,page,source,comments,mangement_notes,crop,crop_group,crop_system,culitivar_details,depth.start,depth.end,param_notes,param,param_group,C.method,method.notes,units,trt_name,amend,amend_group,amend_group_brd,amdend_detail,irrigated,irrigation_group,tillage_type,country,site_name,lat.long,lat_group,long.dec.degree,lat.dec.degree,MAP,MAT,temp.worldclim.C,precip.worldclim.mm,elevation,biom_name,biom_cat,MAP_av,MAP_min,MAP_max,MAP_yrs,MAT_av,MAT_min,MAT_max,landuse.history,exp_design,subplot_dim,year.zero,exp_duration_mos,duration_group,duration_even,soil.name,soil.class,soil.order,slope,soil.texture,sand,silt,clay,clay_group,pH,pH_group,pH.method,carbonates,CEC,BD,SOC_int_group,SOC_g.kg,SOC_int,SOC_int_unit,SOC_depth_cm,SOC_int_percent,calc_SOC_int_g.kg,N_int,N_unit,P_int,P_int_unit,K_int,K_int_units,tillage_details,tillage_depth,till_depth_group,NPK_rate,Nfert,Nfert_group,Nfert_rate,Pfert,Pfert_rate,Kfert,Kfert_rate,other_addition,other_addition_rate,fert_notes,reps,C.rate_group,C.rate_Mg.ha,weight.dry_group,weight.dry,N.amend_g.kg,C.N_rate,amend_N_kg.ha,amend_N_kg.ha_group,app.method,extraction_x-axis_value,X_cf,SE_cf,SD_cf,N_cf,X_a,SE_a,SD_a,N_a,X_cmin,SE_cmin,SD_cmin,N_cmin,conclusion,quality,exp_quality,report_qual,references,Cf_N,Cf_N_rate,Cf_P,Cf_P_rate,Cf_K,Cf_K_rate,Cf_other,Cf_rate_other
1918,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,0,15,WSC,WEOC,C,wet.sieving,sand free agg,"mg,kg",NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,29.3,na,na,4,33.1,na,na,4,25.1,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1919,630,Manna,15,table4,na,na,soy_wheat,legume,rotation,na,15,30,WSC,WEOC,C,wet.sieving,sand free agg,"mg,kg",NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,19,na,na,4,23.1,na,na,4,18,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1920,630,Manna,15,table5,na,na,soy_wheat,legume,rotation,na,0,15,POM_C,C_POM,C,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,940,na,na,4,1650,na,na,4,624,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1921,630,Manna,17,table5,na,na,soy_wheat,legume,rotation,na,0,15,C_MAOM,C_MAOM,C,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,na,na,na,na,na,na,na,4,na,na,na,na,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1922,630,Manna,17,table5,na,na,soy_wheat,legume,rotation,na,0,15,N_MAOM,N_MAOM,N,wet.sieving,sand free agg,g.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,551,na,na,4,721.6,na,na,4,427,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1923,630,Manna,17,table5,na,na,soy_wheat,legume,rotation,na,0,15,POM_N,N_POM,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,48.5,na,na,4,76.4,na,na,4,24.6,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1924,630,Manna,17,table5,na,na,soy_wheat,legume,rotation,na,0,15,POM_N,N_POM,N,wet.sieving,sand free agg,mg.kg,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,7.7,na,na,4,10.7,na,na,4,5.7,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1925,630,Manna,17,table6,na,na,soy_wheat,legume,rotation,na,0,15,C_fulvic acid,C_fulvic acid,C,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,29.8,na,na,4,30.5,na,na,4,23.5,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1926,630,Manna,17,table6,na,na,soy_wheat,legume,rotation,na,0,15,C_humic acid,C_humic acid,C,wet.sieving,sand free agg,percent,NPK+FYM,manre,manure,manure,na,yes,sprinkler/drip,CT,India,"Pradesh, Madhya, Jabalpur, Jawaharlal nehru Krishi Vishwas Vidyalaya","23°12' N, 79°57' E",low,79.95,23.2,1350,25.25,24.6,1287,393,subtropical dry forest,tropical,1350,na,na,na,25.25,na,na,natural grassland,na,na,1972,468,>30,>25,na,typic halpustert,vertisol,na,clay,25.3,17.9,56.8,>25%,7.6,>7.5,water_1:2,na,49,na,<10,5.7,5.7,g.kg,15,0.57,na,193,kg.ha,7.6,kg.ha,370,kg.ha,duck-foot,na,na,na,urea,75-150,140,single super phosphate,70,muriate of potash,50,na,na,na,4,na,na,5-15,15,na,na,na,na,na,na,44.5,na,na,4,51.4,na,na,4,34.25,na,na,4,"positive, greater amounts of active C/N",3,3,selective,na,na,na,na,na,na,na,na,na
1927,651,Li,647,table2,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,BD,BD,soil,field,na,g.cm3,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,1.37,na,na,3,1.3,na,na,3,1.4,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1928,651,Li,647,table2,compare to NPK,na,wheat,grain,monoculture,na,0,20,BD,BD,soil,field,na,g.cm3,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,1.39,na,na,3,1.28,na,na,3,1.4,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1929,651,Li,647,table2,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,DOC,WEOC,C,field,na,mg.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,142,na,na,3,180,na,na,3,89,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1930,651,Li,647,table2,compare to NPK,na,wheat,grain,monoculture,na,0,20,DOC,WEOC,C,field,na,mg.kg,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,107,na,na,3,175,na,na,3,89,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1931,651,Li,647,table2,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,yield,yield,crop,field,na,kg.ha.yr,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,4240,310,na,3,4450,348,na,3,870,209,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1932,651,Li,647,table2,compare to NPK,na,wheat,grain,monoculture,na,0,20,yield,yield,crop,field,na,kg.ha.yr,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,3720,245,na,3,3760,251,na,3,870,209,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1933,651,Li,649,table3,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,TN,N,N,combustion,na,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,0.65,na,na,3,0.78,na,na,3,0.4,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1934,651,Li,649,table3,compare to N2P2K,na,wheat,grain,monoculture,na,20,60,TN,N,N,combustion,na,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,40,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,0.23,na,na,3,0.25,na,na,3,0.23,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1935,651,Li,649,table3,compare to N2P2K,na,wheat,grain,monoculture,na,60,300,TN,N,N,combustion,na,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,240,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,na,0.18,na,na,3,0.19,na,na,3,0.17,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1936,651,Li,649,table3,compare to NPK,na,wheat,grain,monoculture,na,0,20,TN,N,N,combustion,na,g.kg,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,0.41,na,na,3,0.55,na,na,3,0.4,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1937,651,Li,649,table3,compare to NPK,na,wheat,grain,monoculture,na,20,60,TN,N,N,combustion,na,g.kg,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,40,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,0.23,na,na,3,0.23,na,na,3,0.23,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1938,651,Li,649,table3,compare to NPK,na,wheat,grain,monoculture,na,60,300,TN,N,N,combustion,na,g.kg,NPKR,residue,residue,residue,wheat straw,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,164,-7.25,8.3,172,461,temperate desert,temperate,164,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,240,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,75-150,150,calcium superphosphate,33,potassium sulfate,50,na,na,na,3,<5,0.975,<5,2.5,4.9,79.59183673,12.25,<50,na,na,0.15,na,na,3,0.17,na,na,3,0.17,na,na,3,"positive, increase SOC at depth only w straw amended",3,3,selective,na,na,na,na,na,na,na,na,na
1939,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,SOC,SOC,C,combustion,1990,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,9.38,4.65,0.21,na,3,4.66,0.23,na,3,4.66,0.21,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1940,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,SOC,SOC,C,combustion,1997,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,9.38,3.8,0.22,na,3,5.02,0.3,na,3,3.87,0.11,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1941,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,SOC,SOC,C,combustion,2005,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,9.38,4.89,0.31,na,3,6.44,0.3,na,3,4.12,0.11,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1942,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,0,20,SOC,SOC,C,combustion,2010,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,9.38,6.28,0.41,na,3,7.25,0.42,na,3,4.35,0.1,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1943,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,20,40,SOC,SOC,C,combustion,1990,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,5.72,3.43,0.2,na,3,3.44,0.19,na,3,3.44,0.19,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1944,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,20,40,SOC,SOC,C,combustion,1997,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,5.72,2.86,0.08,na,3,2.79,0.1,na,3,2.72,0.11,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
1945,651,Li,650,fig1,compare to N2P2K,na,wheat,grain,monoculture,na,20,40,SOC,SOC,C,combustion,2005,g.kg,N2P2R,residue,residue,residue,na,yes,sprinkler/drip,CT,China,Chinese Academy of Sciences Fukang station,"44°17' N, 87°56' E",medium,87.93333333,44.28333333,165,-7.25,8.3,172,462,temperate desert,temperate,165,na,na,na,-7.25,na,na,na,na,33,1990,240,10-30,10-20,na,calciorthid,aridisol,na,silt loam,na,72,na,>25%,8.7,>7.5,na,na,na,na,na,na,na,na,20,na,na,na,na,na,na,na,na,plow,20,10-20,na,urea,>150,300,calcium superphosphate,66,potassium sulfate,51,na,na,na,4,<5,2.106,5-15,5.4,4.9,79.59183673,26.46,<50,na,5.72,3.09,0.16,na,3,3.21,0.18,na,3,2.38,0.07,na,3,"positive, increase SOC at depth only w straw amended",1,3,selective,na,na,na,na,na,na,na,na,na
